DIST_NAME,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,N0_Votes,POSITION,criminal_case,education,total_assest,liabilities,Target
Bulandsahar,SIKANDRABAD,GEN,ASHA YADAV,F,GEN,40,OTHERS,17714,4,0,12th Pass,33526640,0,0
Saharanpur,SAHARANPUR NAGAR,GEN,BHOORA MALIK,M,GEN,40,OTHERS,934,4,0,Illiterate,2159951,0,0
Baharaich,KAISERGANJ,GEN,DANISH JAMEEL,M,GEN,40,OTHERS,3719,4,0,Graduate,1545734,0,0
Gautam Buddha Nagar,JEWAR,GEN,KAMAL SHARMA,M,GEN,40,OTHERS,9016,4,0,12th Pass,101421228,21210304,0
Mainpuri,KARHAL,GEN,KAUSHAL YADAV,M,GEN,40,OTHERS,4683,4,0,Graduate,11008108,681081,0
Bulandsahar,SYANA,GEN,MOHD ARIF SAEED,M,GEN,40,INC,20611,4,0,Graduate,2361000,0,0
Gautam Buddha Nagar,DADRI,GEN,RAVINDRA SINGH BHATI,M,GEN,40,OTHERS,10373,4,1,Graduate,10924899,0,0
Muzaffarnagar,CHARTHAWAL,GEN,SALMAN ZAIDI,M,GEN,40,OTHERS,14442,4,0,Literate,70026729,1143000,0
Allahabad,PRATAPPUR,GEN,SANTOSH KUMAR,M,GEN,40,OTHERS,7264,4,4,Post Graduate,19463806,1653541,0
Varanasi,SHIVPUR,GEN,SAROJ CHAUDHARI,M,GEN,40,OTHERS,2929,4,0,Literate,3299388,0,0
Jaunpur,MARIYAHU,GEN,SEEMA SINGH,F,GEN,40,OTHERS,21440,4,2,12th Pass,13767963,2813227,0
Unnao,MOHAN,SC,SUNIL KUMAR,M,SC,40,OTHERS,3316,4,0,Graduate,28930947,0,0
Mirzapur,MAJHAWAN,GEN,TULSIDAS,M,GEN,40,OTHERS,4867,4,0,Post Graduate,2020000,0,0
Deoria,DEORIA,GEN,VIJAY PRATAP YADAV,M,GEN,40,OTHERS,12696,4,0,Graduate,24349352,451570,0
Faizabad,AYODHYA,GEN,BANSHI LAL YADAV,M,GEN,41,OTHERS,5661,4,3,Post Graduate,6075615,1000235,0
Allahabad,KORAON,SC,DHARM RAJ DHANGAR,M,SC,41,OTHERS,5134,4,0,Graduate,2400000,0,0
Aligarh,CHHARRA,GEN,JAI PRAKASH PAL,M,GEN,41,OTHERS,2508,4,0,Graduate,6703000,0,0
PILIBHIT,BARKHERA,GEN,JAIDRATH ALIAS PRABAKTANAND,M,GEN,41,OTHERS,22631,4,1,12th Pass,316000,0,0
Ghazipur,JANGIPUR,GEN,MANOJ KUMAR SINGH,M,GEN,41,OTHERS,2381,4,0,Post Graduate,1199252,0,0
Deoria,RAMPUR KARKHANA,GEN,RAJEEV KUMAR SINGH,M,GEN,41,BSP,22610,4,0,Literate,24384975,1154890,0
Meerut,MEERUT CANTT.,GEN,SANJEEV DHAMA,M,GEN,41,OTHERS,3851,4,2,Post Graduate,21627320,5067000,0
Bijnor,CHANDPUR,GEN,SHER BAAZ KHAN,M,GEN,41,INC,15826,4,13,Graduate,21787199,917000,0
Allahabad,SORAON,SC,SURENDRA KUMAR,M,SC,41,BJP,6522,4,8,Graduate,7170000,0,0
Rae Bareli,BACHHRAWAN,SC,SUSHIL PASI,M,SC,41,OTHERS,23271,4,0,Post Graduate,14440519,790000,0
Sultanpur,ISAULI,GEN,DR. SHAILENDRA TRIPATHI,M,GEN,42,BSP,24961,4,0,Post Graduate,23212876,3006803,0
Baghpat,BAGHPAT,GEN,DR.KULDEEP UJJWAL,M,GEN,42,INC,19091,4,7,Doctorate,2085678,0,0
Shahjahanpur,TILHAR,GEN,PRADIP KUMAR,M,GEN,42,OTHERS,3983,4,0,Post Graduate,360000,0,0
Gonda,MEHNAUN,GEN,PRATIBHA SINGH,F,GEN,42,OTHERS,17619,4,0,Graduate,32836497,7388000,0
Fatehpur,HUSAINGANJ,GEN,RAKESH PRAJAPATI,M,GEN,42,OTHERS,3416,4,0,Literate,1811000,0,0
Lucknow,SAROJINI NAGAR,GEN,RUDRA DAMAN SINGH,M,GEN,42,OTHERS,20607,4,3,Graduate,164292000,1129209,0
Sultanpur,SADAR,GEN,SANATYA KUMAR URF BABLOO,M,GEN,42,OTHERS,10994,4,2,Post Graduate,8127000,65000,0
Bulandsahar,BULANDSHAHR,GEN,SHRIBHAGWAN SHARMA,M,GEN,42,OTHERS,17216,4,5,Literate,27218388,0,0
Hardoi,BALAMAU,SC,SURENDRA KUMAR,M,SC,42,OTHERS,7734,4,8,Graduate,7170000,0,0
Auraiya,DIBIYAPUR,GEN,VAADSHAH RAJPUT,M,GEN,42,OTHERS,2761,4,0,Post Graduate,57539600,1800000,0
Meerut,SARDHANA,GEN,VAKIL CHAUDHARY,M,GEN,42,OTHERS,3920,4,0,Literate,16298000,0,0
Gonda,KATRA BAZAR,GEN,AMAR SINGH,M,GEN,43,OTHERS,3092,4,0,12th Pass,2277540,0,0
Kaushambi,SIRATHU,GEN,ASHISH KUMAR,M,GEN,43,OTHERS,4453,4,1,Post Graduate,13275000,50000,0
Chandauli,SAIYADRAJA,GEN,CHANDRAVANSH,M,GEN,43,OTHERS,1498,4,0,12th Pass,744000,0,0
Muzaffarnagar,PURQAZI,SC,CHOTI,F,SC,43,OTHERS,8227,4,0,Literate,1533945,5519991,0
Azamgarh,NIZAMABAD,GEN,JITENDRA,M,GEN,43,OTHERS,1366,4,0,Post Graduate,1011449,23213,0
Jhansi,BABINA,GEN,KALICHARAN KUSHWAHA,M,GEN,43,OTHERS,3282,4,0,12th Pass,5645271,0,0
Firozabad,SIRSAGANJ,GEN,PANKAJ MISHRA,M,GEN,43,OTHERS,6176,4,3,12th Pass,41983000,0,0
Shrawasti,BHINGA,GEN,RAM ABHILAKH,M,GEN,43,OTHERS,7423,4,2,12th Pass,6256000,0,0
Faizabad,GOSHAINGANJ,GEN,RAM NAYAN,M,GEN,43,OTHERS,5137,4,0,Graduate,7400000,0,0
Varanasi,VARANASI NORTH,GEN,SUJIT SINGH TIKA,M,GEN,43,OTHERS,1957,4,2,Graduate,161398,0,0
Bareilly,BAREILLY,GEN,TARKESHWAR CHATURVEDI,M,GEN,43,OTHERS,1755,4,0,Graduate,4463335,0,0
Barabanki,RUDAULI,GEN,ABBAS ALI ZAIDI URF RUSHDI MIYAN,M,GEN,44,SP,59052,4,0,Graduate,22277366,1675000,0
Kheri,KASTA,SC,ARVIND KUMAR,M,SC,44,OTHERS,1997,4,0,Graduate,350000,0,0
Jalaun,KALPI,GEN,BALGOVIND,M,GEN,44,OTHERS,6468,4,0,12th Pass,101200000,2.00E+07,0
Deoria,RUDRAPUR,GEN,KAUSHAL PANDEY,M,GEN,44,OTHERS,2591,4,0,Graduate,3012000,9.00E+05,0
Agra,FATEHPUR SIKRI,GEN,LAL SINGH,M,GEN,44,SP,21884,4,0,12th Pass,6549792,1316915,0
Bijnor,NAJIBABAD,GEN,LEENA SINGHAL,F,GEN,44,OTHERS,3587,4,0,Post Graduate,22775598,1638100,0
Allahabad,BARA,SC,PHOOL CHANDRA,M,SC,44,OTHERS,10704,4,3,Graduate,27699856,0,0
Mathura,CHHATA,GEN,RISHI RAJ,M,GEN,44,OTHERS,9801,4,0,Post Graduate,90212216,33214291,0
Jaunpur,BADLAPUR,GEN,SABHAPATI,M,GEN,44,OTHERS,15565,4,11,12th Pass,4998953,0,0
Muzaffarnagar,KHATAULI,GEN,SHAHNAWAZ RANA,M,GEN,44,OTHERS,12846,4,13,Graduate,71241239,12023000,0
Agra,AGRA SOUTH,GEN,THOMSAN MASSEY,M,GEN,44,OTHERS,979,4,0,Literate,57000,0,0
Chitrakoot,MANIKPUR,GEN,DADDU PRASAD,M,SC,45,OTHERS,9697,4,2,12th Pass,74369523,2149307,0
Mathura,MANT,GEN,JAGDISH SINGH,M,GEN,45,INC,13270,4,0,12th Pass,63600032,0,0
Banda,BANDA,GEN,MOHD. ASLAM,M,GEN,45,OTHERS,2736,4,0,Graduate,7049000,250000,0
Bareilly,FARIDPUR,SC,POONAM SEN,F,SC,45,OTHERS,3075,4,1,Post Graduate,169998440,20899219,0
Banda,TINDWARI,GEN,RAMKARAN SINGH BACHCHAN,M,GEN,45,OTHERS,4688,4,1,Graduate,33679589,4500000,0
Kaushambi,CHAIL,GEN,SHIKHA SAROJ,F,SC,45,OTHERS,6260,4,0,Graduate,5830886,0,0
Fatehpur,AYAH SHAH,GEN,ABBAS MEHNDI,M,GEN,46,OTHERS,2159,4,0,12th Pass,503000,0,0
Gorakhpur,PIPRAICH,GEN,ANITA JAISWAL,F,GEN,46,OTHERS,31073,4,0,Graduate,241572204,29501036,0
Meerut,MEERUT SOUTH,GEN,PAPPU,M,GEN,46,OTHERS,5462,4,0,Literate,53966605,14290,0
Hapur,GARHMUKTESHWAR,GEN,SATPAL YADAV,M,GEN,46,OTHERS,15089,4,0,Literate,126783032,3352855,0
Bareilly,BHOJIPURA,GEN,SHER ALI ZAFRI,M,GEN,46,OTHERS,6494,4,0,Post Graduate,30810700,130000,0
Jaunpur,JAUNPUR,GEN,SHER BAHADUR,M,GEN,46,OTHERS,5797,4,0,12th Pass,12296000,0,0
Rae Bareli,UNCHAHAR,GEN,AJAY PAL SINGH,M,GEN,47,INC,34274,4,3,12th Pass,85990212,3790000,0
Lucknow,MOHANLALGANJ,SC,AJAY PUSHPA RAWAT,F,SC,47,OTHERS,9464,4,0,Graduate,8818753,0,0
Chandauli,MUGHALSARAI,GEN,BABBAN,M,GEN,47,OTHERS,7811,4,0,Literate,136303000,30598000,0
Moradabad,THAKURDWARA,GEN,EJAJ AHMAD,M,GEN,47,OTHERS,9444,4,0,Literate,1131294,0,0
Sant Kabir Nagar,KHALILABAD,GEN,JAVED AHMED,M,GEN,47,SP,28274,4,0,Literate,8022101,703006,0
Ghazipur,JAKHANIAN,SC,KESHNATH PRASAD,M,SC,47,OTHERS,2368,4,0,Graduate,76000,0,0
Gorakhpur,CAIMPIYARGANJ,GEN,MOHAMMAD MAINUDDIN,M,GEN,47,OTHERS,10935,4,0,Literate,23359000,0,0
Agra,ETMADPUR,GEN,NARENDRA BAGHEL,M,GEN,47,OTHERS,3496,4,1,Literate,17447649,1280000,0
Aligarh,KHAIR,SC,PRASHANT KUMAR,M,SC,47,SP,7496,4,1,12th Pass,624800,0,0
Kushinagar,PADRAUNA,GEN,RAJENDRA,M,GEN,47,OTHERS,8329,4,1,Illiterate,4002000,8.00E+05,0
Jaunpur,MACHHLISHAHR,SC,RAM SEVAK,M,SC,47,OTHERS,4484,4,0,Illiterate,3280000,0,0
Sant Ravidas Nagar,BHADOHI,GEN,RAVINDRA KUMAR PATEL,M,GEN,47,OTHERS,11433,4,0,Graduate,83534841,19587566,0
Sonbhadra,OBRA (ST),ST,SUBHASH KHARVAR,M,ST,47,OTHERS,6198,4,0,12th Pass,3957000,450000,0
Jaunpur,MUNGRA BADSHAHPUR,GEN,SUBHASHCHANDRA,M,GEN,47,OTHERS,2429,4,0,Literate,2484200,125000,0
Gorakhpur,KHAJANI,SC,VIDYA SAGAR,M,SC,47,OTHERS,11289,4,1,12th Pass,7221424,1300000,0
Amroha,NAUGAWAN SADAT,GEN,ASHFAQ ALI KHAN,M,GEN,48,OTHERS,14597,4,0,Graduate,12950634,798125,0
Shrawasti,SHRAWASTI,GEN,ENG. VINOD KUMAR TRIPATHI,M,GEN,48,OTHERS,10856,4,3,12th Pass,7454559,3100254,0
Basti,MAHADEWA,SC,GOVARDHAN,M,SC,48,OTHERS,5639,4,0,Literate,10015477,6.00E+05,0
Allahabad,ALLAHABAD WEST,GEN,HASAN AKHLAQ ALIAS RIZWAN NIWAN,M,GEN,48,OTHERS,4018,4,1,Literate,5930000,0,0
Lucknow,MALIHABAD,SC,JAGDISH RAWAT,M,SC,48,OTHERS,1972,4,0,12th Pass,12106000,705000,0
Gorakhpur,BANSGAON,SC,NANDLAL,M,SC,48,OTHERS,7892,4,0,12th Pass,179000,0,0
Etah,JALESAR,SC,RAJKUMARI,F,SC,48,OTHERS,2375,4,0,Doctorate,9463990,0,0
Kasganj,PATIYALI,GEN,SHYAMSUNDAR,M,GEN,48,OTHERS,10586,4,0,Post Graduate,255936269,1008607,0
Kasganj,KASGANJ,GEN,SUDHIR ALIAS PAPPU YADAV,M,GEN,48,OTHERS,22250,4,1,Graduate,31265796,5663000,0
Siddharthnagar,DOMARIYAGANJ,GEN,ASHOK KUMAR SINGH,M,GEN,49,OTHERS,10351,4,1,Graduate,12710000,3500000,0
Allahabad,HANDIA,GEN,AWADHESH KUMAR TIWARI,M,GEN,49,OTHERS,2995,4,1,Graduate,33922135,13260615,0
Jaunpur,ZAFRABAD,GEN,JAY PRAKASH,M,GEN,49,OTHERS,2845,4,0,Graduate,1195437,0,0
Meerut,KITHORE,GEN,MATLOOB GAUR,M,GEN,49,OTHERS,6598,4,2,Literate,8381698,3380000,0
Meerut,MEERUT,GEN,MEHFOOZ,M,GEN,49,OTHERS,1391,4,0,Literate,626905,0,0
Hathras,SIKANDRA RAO,GEN,RAKESH SINGH RANA,M,GEN,49,OTHERS,7222,4,3,Doctorate,48224284,2297873,0
Saharanpur,BEHAT,GEN,RANA ADITYA PRATAP SINGH,M,GEN,49,OTHERS,4187,4,0,12th Pass,65920214,286731,0
Amroha,AMROHA,GEN,SALEEM KHAN,M,GEN,49,OTHERS,14132,4,0,Graduate,57996910,683865,0
Ghaziabad,MURADNAGAR,GEN,AJAY PAL SINGH,M,GEN,50,OTHERS,6648,4,3,12th Pass,85990212,3790000,0
Etawah,JASWANTNAGAR,GEN,ASHOK KUMAR SHAKYA,M,GEN,50,OTHERS,1838,4,0,Literate,6656000,0,0
Agra,AGRA NORTH,GEN,KUNDANIKA SHARMA,F,GEN,50,OTHERS,3275,4,4,Post Graduate,7295160,0,0
Agra,KHERAGARH,GEN,RAMNATH,M,GEN,50,OTHERS,7680,4,4,Graduate,5142000,3.00E+05,0
Siddharthnagar,BANSI,GEN,RAMSURESH,M,GEN,50,OTHERS,2391,4,0,12th Pass,22687569,160000,0
Hathras,SADABAD,GEN,DEVENDRA AGRAWAL,M,GEN,51,SP,29060,4,2,Literate,243279612,821517,0
Baghpat,BARAUT,GEN,LOKESH DIXIT,M,GEN,51,BSP,22071,4,0,Literate,57075886,0,0
Kanpur Nagar,KANPUR CANTT.,GEN,MOHD. HASSAN ROOMI,M,GEN,51,SP,5954,4,2,Post Graduate,27522784,1836593,0
Jaunpur,MALHANI,GEN,SATISH,M,GEN,51,BJP,38966,4,0,Graduate,142150300,0,0
Rampur,BILASPUR,GEN,SHAHID HUSSAIN KHAN,M,GEN,51,OTHERS,2688,4,0,Literate,11368465,2275000,0
Ghazipur,MOHAMMADABAD,GEN,SURENDRA,M,GEN,51,OTHERS,2503,4,8,Post Graduate,7232825,50000,0
Maharajganj,PHARENDA,GEN,VIJAY SINGH,M,GEN,51,OTHERS,2742,4,0,Literate,2.00E+05,0,0
Aligarh,IGLAS,SC,GUROOVINDAR SINGH,M,SC,52,INC,20934,4,0,Literate,1370200,0,0
Farrukhabad,FARRUKHABAD,GEN,MANOJ AGARWAL,M,GEN,52,OTHERS,20656,4,0,Graduate,266540545,131833191,0
Kushinagar,KHADDA,GEN,NISAR AHMAD,M,GEN,52,OTHERS,8903,4,0,Graduate,2360000,0,0
Allahabad,PHULPUR,GEN,RAM KISHUN SINGH,M,GEN,52,OTHERS,2048,4,0,Post Graduate,1119717,0,0
Sitapur,SEVATA,GEN,RAMPAL YADAV,M,GEN,52,OTHERS,13130,4,6,12th Pass,20130667,0,0
Mirzapur,CHUNAR,GEN,RAMRAJ SINGH PATEL,M,GEN,52,OTHERS,17009,4,5,Post Graduate,5560640,277190,0
Gorakhpur,SAHAJANWA,GEN,SHIVAJI SINGH,M,GEN,52,OTHERS,15780,4,1,Graduate,21231000,0,0
Ghaziabad,MODI NAGAR,GEN,SUDESH SHARMA,M,GEN,52,OTHERS,29477,4,3,Literate,71932933,0,0
Lucknow,LUCKNOW CENTRAL,GEN,ABDUL MAROOF KHAN,M,GEN,53,INC,12921,4,0,Graduate,84947076,4200000,0
Gorakhpur,CHAURI-CHAURA,GEN,ISHVAR CHAND,M,GEN,53,OTHERS,13048,4,3,Graduate,163900000,0,0
Baharaich,NANPARA,GEN,KULERAJ YADAV,M,GEN,53,OTHERS,3131,4,0,12th Pass,3280800,0,0
Muzaffarnagar,MEERAPUR,GEN,MITHLESH PAL,F,GEN,53,OTHERS,22751,4,0,Graduate,11352197,1497665,0
Shahjahanpur,DADRAUL,GEN,ROOPA,F,GEN,53,OTHERS,2387,4,0,Literate,1978440,171494,0
Hardoi,BILGRAM MALLANWAN,GEN,ABDUL AZIZ,M,GEN,54,OTHERS,2716,4,0,Literate,7580000,0,0
Amethi,AMETHI,GEN,AMEETA SINH,F,GEN,54,INC,20291,4,0,Doctorate,367731633,3207818,0
Pratapgarh,KUNDA,GEN,BHAGWANDEEN,M,GEN,54,OTHERS,5514,4,0,Graduate,1424132,0,0
Faizabad,BIKAPUR,GEN,JUVER AHMAD,M,GEN,54,OTHERS,3275,4,0,Literate,1015555,0,0
Maharajganj,PANIYRA,GEN,SUMAN,F,GEN,54,OTHERS,10762,4,0,12th Pass,9500000,360000,0
Fatehpur,JAHANABAD,GEN,ADITYA PANDEY,M,GEN,55,OTHERS,21812,4,5,Post Graduate,45744230,5473210,0
Varanasi,VARANASI CANTT.,GEN,AJOY MUKHARJEE,M,GEN,55,OTHERS,1515,4,0,Graduate,3761446,0,0
Gorakhpur,GORAKHPUR URBAN,GEN,ARUN KUMAR SHRIVASTAVA,M,GEN,55,OTHERS,2252,4,0,Graduate,16489758,0,0
PILIBHIT,BISALPUR,GEN,BHEEMSEN SHARMA,M,GEN,55,OTHERS,2451,4,0,Literate,215000,0,0
Bijnor,NEHTAUR,SC,CHANDRAPAL SINGH,M,SC,55,OTHERS,6486,4,1,Post Graduate,27460472,4351352,0
Azamgarh,SAGRI,GEN,GOPAL NISHAD,M,GEN,55,OTHERS,5876,4,11,Graduate,134000,0,0
Balrampur,UTRAULA,GEN,MOHD NIZAMULLAH KHAN,M,GEN,55,OTHERS,2966,4,0,Literate,23422584,0,0
Kanpur Nagar,MAHARAJPUR,GEN,RAJARAM PAL,M,GEN,55,INC,18697,4,1,Graduate,15903018,3700000,0
Maharajganj,MAHARAJGANJ,SC,RAMKEVAL,M,SC,55,OTHERS,3886,4,0,Graduate,355500,0,0
Deoria,SALEMPUR,SC,SATISH KUMAR,M,SC,55,OTHERS,2280,4,2,Post Graduate,512093,0,0
Pratapgarh,RANIGANJ,GEN,SHREENATH,M,GEN,55,OTHERS,2052,4,0,12th Pass,6094000,1074000,0
Hathras,HATHRAS,SC,NEKSE LAL,M,SC,56,OTHERS,5349,4,0,Literate,7558500,0,0
Azamgarh,PHOOLPUR PAWAI,GEN,RAM SURAT,M,GEN,56,OTHERS,4012,4,1,Graduate,1824500,0,0
Barabanki,ZAIDPUR,SC,RAMGOPAL,M,SC,56,SP,4383,4,0,Graduate,1154244,0,0
Shamli,THANA BHAWAN,GEN,SUDHIR KUMAR,M,GEN,56,SP,13480,4,0,Graduate,16343249,1852254,0
Bareilly,BAHERI,GEN,UBAID ULLAH KHAN,M,GEN,56,OTHERS,2658,4,0,Graduate,71101000,5.00E+05,0
Farrukhabad,BHOJPUR,GEN,URMILA,F,GEN,56,OTHERS,2116,4,0,Illiterate,15115000,0,0
Kanpur Dehat,AKBARPUR-RANIYA,GEN,VIJAY LAXMI,F,GEN,56,OTHERS,2313,4,0,Literate,7893000,0,0
Sambhal,SAMBHAL,GEN,RAFATULLA,M,GEN,57,BSP,36705,4,0,Literate,24525883,0,0
Baghpat,CHHAPRAULI,GEN,RAJBALA,F,GEN,57,BSP,30241,4,2,Literate,3576918,0,0
Maharajganj,SISWA,GEN,RAKESH KUMAR,M,GEN,57,OTHERS,4073,4,0,Graduate,2249000,0,0
Sultanpur,SULTANPUR,GEN,RAM DULAR PATHAK,M,GEN,57,OTHERS,1859,4,0,Post Graduate,127348695,9.00E+05,0
Agra,AGRA CANTT,SC,SUBHASH CHAND,M,SC,57,OTHERS,1236,4,0,Literate,2205500,0,0
Mainpuri,KISHNI,SC,SUMAN DIWAKAR,F,SC,57,OTHERS,2724,4,0,Post Graduate,8550038,1600000,0
Unnao,UNNAO,SC,SURESH KUMAR PAL,M,SC,57,OTHERS,4888,4,0,Graduate,127734034,700713,0
Etawah,ETAWAH,GEN,AMAR SINGH,M,GEN,58,OTHERS,1431,4,0,12th Pass,2277540,0,0
Allahabad,ALLAHABAD SOUTH,GEN,AQEELUR RAHMAN,M,GEN,58,OTHERS,872,4,1,12th Pass,1726631,0,0
Moradabad,MORADABAD NAGAR,GEN,B.K SAINI,M,GEN,58,OTHERS,2022,4,0,Post Graduate,26289821,1.00E+06,0
Balrampur,TULSIPUR,GEN,KRISHN KUMAR,M,GEN,58,BSP,23273,4,0,Doctorate,16759419,2527614,0
Lalitpur,MEHRONI,SC,RAKESH KUMAR,M,SC,58,SP,27031,4,0,Graduate,2249000,0,0
Ambedkar Nagar,AKBARPUR,GEN,SHRIRAM,M,GEN,58,OTHERS,6550,4,1,Post Graduate,11555151,2682000,0
Ballia,SIKANDERPUR,GEN,ARVIND KUMAR RAI,M,GEN,59,OTHERS,2936,4,0,Graduate,23551090,210000,0
Rae Bareli,SARENI,GEN,DEVENDRA PRATAP SINGH,M,GEN,59,SP,32792,4,0,Post Graduate,27172475,2250000,0
Fatehpur,KHAGA,SC,HEERA LAL,M,SC,59,OTHERS,4293,4,0,Graduate,5454100,47000,0
Lucknow,BAKSHI KAA TALAB,GEN,RAJENDRA PRASAD YADAV,M,GEN,59,OTHERS,4283,4,4,Graduate,55052283,0,0
Siddharthnagar,SHOHRATGARH,GEN,CHAUDHARY RAVINDRA PRATAP,M,GEN,60,OTHERS,8543,4,1,Graduate,109583638,0,0
Azamgarh,GOPALPUR,GEN,IMTEYAZ BEG,M,GEN,60,OTHERS,2351,4,0,Post Graduate,4274868,0,0
Firozabad,JASRANA,GEN,RAMVEER SINGH,M,GEN,60,OTHERS,11274,4,0,Post Graduate,73855681,7649840,0
Jalaun,MADHAUGARH,GEN,RAVINDRA SINGH,M,GEN,60,OTHERS,22022,4,0,Literate,59777000,0,0
Azamgarh,ATRAULIYA,GEN,TRILOKI NATH,M,SC,60,OTHERS,2730,4,0,Illiterate,50000,0,0
Bareilly,NAWABGANJ,GEN,VIRENDERA SINGH GANGWAR,M,GEN,60,BSP,18948,4,0,12th Pass,22149461,3461228,0
Mirzapur,MIRZAPUR,GEN,ASHA KUMAR,M,GEN,61,OTHERS,2275,4,0,Post Graduate,13918462,695774,0
Moradabad,KANTH,GEN,FIZAULLAH CHAUDHRY,M,GEN,61,OTHERS,22908,4,0,Graduate,11436500,3993000,0
Varanasi,ROHANIYA,GEN,KRISHNA PATEL,F,GEN,61,OTHERS,9549,4,0,12th Pass,144880601,65900000,0
Gonda,GONDA,GEN,MAHESH NARAYAN TIWARI,M,GEN,61,OTHERS,35606,4,2,12th Pass,16816026,841516,0
Budaun,DATAGANJ,GEN,PREM PAL SINGH YADAV,M,GEN,61,INC,32243,4,0,12th Pass,25769211,1080704,0
Aligarh,KOIL,GEN,RAM KUMAR SHARMA,M,GEN,61,BSP,37909,4,0,Graduate,15460416,3116377,0
Mau,MADHUBAN,GEN,RAMKUNWAR SINGH,M,GEN,61,OTHERS,2363,4,0,Literate,3018000,50000,0
Mathura,MATHURA,GEN,ASHOK AGRAWAL,M,GEN,62,OTHERS,29080,4,0,Post Graduate,118830734,14724363,0
Allahabad,ALLAHABAD NORTH,GEN,BADAL CHATTERRJEE,M,GEN,62,OTHERS,980,4,0,Post Graduate,83477458,430201,0
Saharanpur,DEOBAND,GEN,BHUPESHWAR TYAGI,M,GEN,62,OTHERS,1132,4,0,Graduate,11052100,0,0
Auraiya,AURAIYA,SC,KANTI,F,SC,62,OTHERS,5141,4,0,Literate,95000,0,0
Unnao,BHAGWANTNAGAR,GEN,KRIPA SHANKAR SINGH,M,GEN,62,OTHERS,18988,4,0,Post Graduate,19270683,0,0
Firozabad,SHIKOHABAD,GEN,RAMPRAKASH YADAV (NEHRU JI),M,GEN,62,OTHERS,8074,4,2,Literate,18771967,0,0
Budaun,BADAUN,GEN,RAMSEWAK SINGH PATEL,M,GEN,62,OTHERS,14576,4,0,Graduate,34094708,2730000,0
Hardoi,SAWAYAZPUR,GEN,YADUNANDAN LAL,M,GEN,62,OTHERS,3569,4,0,Post Graduate,11009000,343000,0
Bijnor,BARHAPUR,GEN,INDRA DEV SINGH,M,GEN,63,OTHERS,6190,4,0,Post Graduate,13848648,4.00E+05,0
Agra,AGRA RURAL,SC,NARAYAN SINGH SUMAN,M,SC,63,OTHERS,17446,4,2,Literate,88273403,6531925,0
Sonbhadra,ROBERTSGANJ,GEN,PRABHUDAYAL,M,GEN,63,OTHERS,3697,4,0,12th Pass,1100000,0,0
Varanasi,SEVAPURI,GEN,VIBHUTI NARAYAN SINGH,M,GEN,63,OTHERS,2789,4,1,Graduate,12411374,1585932,0
Baharaich,PAYAGPUR,GEN,BHAGAT RAM,M,GEN,64,INC,4239,4,1,Post Graduate,21151673,20000,0
Ghazipur,ZAHOORABAD,GEN,KANHAIYA,M,GEN,65,OTHERS,2681,4,0,Literate,3375000,0,0
Kanpur Nagar,ARYA NAGAR,GEN,PRAMOD KUMAR JAISWAL,M,GEN,65,INC,1596,4,0,Graduate,244691559,0,0
Pratapgarh,PRATAPGARH,GEN,SHIV RAM SHUKLA,M,GEN,65,OTHERS,3426,4,0,Graduate,1586913,0,0
Ballia,BANSDIH,GEN,SHIVSHANKAR,M,GEN,65,BSP,38745,4,0,Literate,16864202,1917645,0
Amethi,GAURIGANJ,GEN,UMA SHANKAR PANDEY,M,GEN,65,BJP,23642,4,0,Graduate,18757500,505222,0
Rampur,MILAK,SC,CHANDRAPAL SINGH,M,SC,66,OTHERS,7914,4,1,Post Graduate,27460472,4351352,0
Pratapgarh,RAMPUR KHAS,GEN,KAMARUDDIN,M,GEN,66,OTHERS,3472,4,1,Literate,13515000,0,0
Saharanpur,GANGOH,GEN,MAHIPAL SINGH MAJRA,M,GEN,66,BSP,44717,4,2,Illiterate,41936964,3004447,0
Barabanki,RAM NAGAR,GEN,RAJ LUXMI VERMA,F,GEN,66,OTHERS,3137,4,1,Graduate,9036799,0,0
Kushinagar,TAMKUHI RAJ,GEN,DR.P.K.RAI,M,GEN,67,OTHERS,29759,4,3,Graduate,92507786,9304738,0
Barabanki,KURSI,GEN,SARVAR ALI,M,GEN,67,OTHERS,8329,4,0,12th Pass,48019037,1105345,0
Bijnor,NOORPUR,GEN,VIJAYPAL SINGH,M,GEN,67,OTHERS,5338,4,0,Graduate,8679600,1150000,0
Ghaziabad,DHOLANA,GEN,RAMESH CHAND TOMER,M,GEN,68,BJP,85004,4,4,Doctorate,102436820,6400632,0
Mathura,GOVERDHAN,GEN,RANVIR PANDAV,M,GEN,70,INC,5943,4,0,Post Graduate,22117118,0,0
Bulandsahar,ANUPSHAHR,GEN,HOSHIYAR SINGH,M,GEN,71,OTHERS,11628,4,1,12th Pass,11600952,674018,0
Fatehpur,FATEHPUR,GEN,GAYA PRASAD,M,GEN,78,OTHERS,2013,4,0,12th Pass,3185742,0,0
Sant Ravidas Nagar,GYANPUR,GEN,RAMRATI BIND,M,GEN,80,SP,39205,4,2,Post Graduate,4579958,17277,0
Firozabad,TUNDLA,SC,GANGA PRASHAD PUSKAR,M,SC,83,OTHERS,2576,4,0,Graduate,64168000,0,0
Ambedkar Nagar,ALAPUR,SC,N-O-T-A,NULL,NULL,25,NOTA,1949,4,0,Illiterate,0,0,0
